RowNumber,CustomerId,Surname,CreditScore,Country,Gender,Age,Tenure,CustomerFeedback,Balance (EUR),NumberOfProducts,HasCreditCard,IsActiveMember,EstimatedSalary,Exited
6584,15613180,Miranda,727,Germany,Male,21,8,"Yo, so I thought I'd share my recent experience with this bank. I came across some unexpected fees on my account and to be honest, I was freaking out. But let me tell you, the customer service was on point! They sorted the whole issue out in no time and even explained what the fees were for.

Like, they got me on a call, we chatted and they clarified everything for me. Turns out some of it was my mistake, and they actually refunded the fees. You know that feeling when someone goes the extra mile for you? That's what it felt like, so dope! I really appreciated it and now I got an even better understanding of my account.

To all y'all looking for a new bank or maybe just having an issue, don't sweat it! Give them a call and I promise they'll make things right. Banks got a bad rep for stuff like hidden fees but my experience just goes to show they really got your back! Kudos to their team. Stay blessed everyone!",153344.72,1,1,1,163295.87,0
6833,15688498,Chu,594,Germany,Female,21,2,#N/A,87096.82,2,1,0,168186.11,0
7354,15736420,Macdonald,596,France,Male,21,4,#N/A,210433.08,2,0,1,197297.77,1
7778,15638730,Macleod,711,France,Female,21,0,"Hey, I was at first a bit skeptical about understanding the terms and everything that came along with my new bank account. Like, you know, all those confusing disclosures and stuff. But surprisingly, their support staff was really cool and helpful! I gave them a call, and the agent on the phone was friendly and easy-going, they took their time to guide me through the entire process. They made sure to explain each disclosure in detail, clearing all of my confusion and helping me gain clarity on every little aspect. What a positive experience! I was definitely impressed and appreciated how supportive and knowledgeable they were about their policies. For a young person like me, they just made it way simpler to understand banking jargon. Big thumbs up! Cheers!",82844.33,2,0,1,1408.68,0
7840,15606003,Abramowitz,566,France,Female,21,3,#N/A,0,2,1,1,3626.47,0
7995,15713440,Barese,519,Germany,Female,21,1,the old linked card expired. American Express deleted the old student card linked to the prepaid card. I tied to link the new card to this account and i needed to verify trial depsoits there app refuses to verify trial deposits. That after 10 times exceeded American Express wont let me add the same card there requesting a new card which i told them I can not get a new card. They blocked me from adding the card linked.. American Express new system is being complicated. I let here reps know that there system new system is complicated and will not let log in from there website. I can not make deposits Americn Express system being complicated and will not let me send my school funds over from the linked card to their account not unless i get a new card. There fraud department said it exceed 10 ten times. I told them its not my fault that there system will not allow me tto do so. its there system they should of kept the old system.,151701.45,3,1,1,170138.68,1
8037,15807221,Weaver,555,Spain,Male,21,1,"Yo, I gotta give credit where credit's due. Had a lil issue with my account the other day, hit up their customer service hotline, right? Got connected with this dope rep who totally took care of my problem in like no time. My day could've gone real sour, but nah, the bank got my back. Def feel more confident rocking with them now. So keep it up, peeps. 5/5 experience!",0,2,0,0,103901.35,0
8190,15613292,Ch'eng,715,France,Male,21,8,#N/A,0,2,1,0,68666.63,0
8283,15696552,Newman,747,France,Female,21,4,#N/A,81025.6,2,1,0,167682.57,0
8811,15699047,Chukwuemeka,674,France,Female,21,9,"At first, I gotta admit that I was pretty confused by the whole promotional deal going on - it wasn't very clear and it left me scratching my head. But, once I actually contacted customer service to ask for some clarification, they really went above and beyond. Not only did they explain everything to me patiently and professionally, but they even guided me through the process of taking advantage of the promotion.

Now, I understand that ads and marketing can be tricky sometimes, so props to your bank's support team for really saving the day! If it wasn't for their help, I'd probably be sitting here still wondering what the heck was going on with the offer. All in all, an impressive service that restored my trust and earned a happy, satisfied customer! Keep it up, guys!",120150.39,2,1,1,33964.03,0
9141,15784323,Gallo,449,France,Female,21,7,#N/A,0,2,0,0,175743.92,0
9271,15712903,Diaz,499,France,Female,21,3,#N/A,176511.08,1,1,1,153920.22,0
9753,15781530,Hsieh,690,France,Male,21,8,#N/A,0,2,1,1,155782.89,0
9763,15734917,Castiglione,708,Germany,Male,21,8,#N/A,133974.36,2,1,0,50294.09,0
9889,15697606,Sturdee,637,France,Female,21,10,"Yo, just wanna say I had some probs with the service at first, but I holla'd at your support team and they helped me mad quick! Great job, guys, thanks for sortin' it out.",125712.2,1,0,0,175072.47,0
87,15762418,Gant,750,Spain,Male,22,3,#N/A,121681.82,1,1,0,128643.35,1
99,15604348,Allard,710,Spain,Male,22,8,"Oh my goodness, you guys are seriously life savers! I realized last week that a check I had received from work had mysteriously disappeared, and to say I was freaking out is an understatement. I panicked and reached out to your customer service right away, thinking it might be an enormous hassle or it could take ages to get sorted out. But guess what? Your team absolutely ROCKED it! They were friendly, professional, and more than ready to jump in and save the day. It was a shockingly fast process - within no time they helped me report the lost check, got me reassured about protecting my finances and eventually I had the check replaced quickly and easily. Honestly, I feel beyond grateful for the swift assistance and genuine concern shown for my well-being, all from your bank. I'll for sure keep recommending you to my friends and family, you're awesome!",0,2,0,0,99645.04,0
161,15692132,Wilkinson,717,Spain,Female,22,6,#N/A,101060.25,1,0,1,84699.56,0
285,15708608,Wallwork,799,France,Female,22,8,"Honestly, I was so frustrated with this bank's advertisements! They keep bombarding me with offers that sound really great at first glance, but then when I actually dig into the details and fine print, it turns out the offer is nowhere near as appealing as they made it out to be. Plus, they use all these jargons which just end up being so confusing. If it weren't for a friend pointing things out, I would have signed up for an account with a much higher fee than I thought I was getting. Very misleading and it makes me question whether I can trust this bank in the long run. Super disappointing experience!",174185.98,2,0,1,192633.85,0
319,15677512,McEncroe,628,Spain,Female,22,3,#N/A,0,1,1,0,85426.28,0
344,15684484,White,543,France,Male,22,8,#N/A,0,2,0,0,127587.22,0
509,15773890,Okechukwu,733,France,Male,22,5,"So like, I recently had an issue with an incorrect exchange rate for a currency transfer. I called customer service and, guess what, they were super helpful and sorted it out fast! My transaction was corrected and I was pretty satisfied with how they managed it all. Good job!",0,2,1,1,117202.19,0
1032,15667521,Crawford,631,France,Female,22,3,#N/A,0,2,0,0,30781.77,0
1055,15743016,MacDonald,602,Spain,Female,22,7,#N/A,141604.76,1,1,0,30379.6,0
1089,15645517,Philip,850,Spain,Male,22,2,#N/A,0,2,1,1,9684.52,0
1137,15614220,Benson,750,France,Male,22,5,#N/A,0,2,0,1,105125.65,0
1203,15724334,Alekseyeva,529,France,Male,22,5,#N/A,0,1,1,0,151169.83,0
1214,15624229,Noble,694,France,Female,22,4,"You guys have seriously got your act together when it comes to dealing with transaction issues! I noticed a sketchy charge on my account, and when I called, your team was fast, responsive, and understanding. I didn't have to waste too much time to prove the issue or jump through endless hoops, which is often the case with banks. Instead, your team was empathetic, knew the right questions to ask and quickly found a solution for me. 

Props to your customer service; they managed to get the transaction refunded promptly and even reassured me about all the additional security measures in place. Honestly, having that kind of help when it comes to your money feels super important, especially when you're just trying to get by in life. Thank you for putting in the extra effort and treating us, the customers, as valued individuals! 10/10!",0,2,1,1,11525.72,0
1361,15694409,Tsao,647,Germany,Female,22,3,#N/A,97975.82,2,0,1,62083,0
1703,15713644,Marshall,686,Spain,Male,22,5,"Honestly, I'm truly impressed with my bank's response when it comes to handling a fraud situation that occurred on my account. Last week, I received an email claiming to offer a special deal on flight tickets. All it required was a little of my bank information to receive this amazing discount. However, immediately after sharing it, I started to have second thoughts and became a little suspicious of the email.

Not wasting any time, I reached out to my bank right away, letting them know what happened. Within minutes, their customer service team put me at ease and said they'd investigate it and block any unauthorized transactions from being completed.

Fast forward two days later, I received a notification on my phone about a fraudulent transaction attempted on my account and how my bank saved me from the financial harm caused by it. This level of support has exceeded my expectations. They saved me both money and trouble with their effective handling of this situation.

In addition, they have provided some excellent advice and resources on protecting my banking and personal information, so I can feel more secure and informed. I highly recommend this bank for not only handling fraud issues quickly but also for caring about its customers' overall experience and financial well-being. Kudos to the whole team!",0,2,1,0,158974.45,0
